/Users/msinghal/Desktop/Data/IMG/center_2019_11_21_14_53_26_743.jpg, /Users/msinghal/Desktop/Data/IMG/left_2019_11_21_14_53_26_743.jpg, /Users/msinghal/Desktop/Data/IMG/right_2019_11_21_14_53_26_743.jpg, 0, 0, 0, 7.806714E-05
/Users/msinghal/Desktop/Data/IMG/center_2019_11_21_14_53_26_846.jpg, /Users/msinghal/Desktop/Data/IMG/left_2019_11_21_14_53_26_846.jpg, /Users/msinghal/Desktop/Data/IMG/right_2019_11_21_14_53_26_846.jpg, 0, 0, 0, 7.818466E-05
/Users/msinghal/Desktop/Data/IMG/center_2019_11_21_14_53_26_948.jpg, /Users/msinghal/Desktop/Data/IMG/left_2019_11_21_14_53_26_948.jpg, /Users/msinghal/Desktop/Data/IMG/right_2019_11_21_14_53_26_948.jpg, 0, 0, 0, 7.839053E-05
/Users/msinghal/Desktop/Data/IMG/center_2019_11_21_14_53_27_062.jpg, /Users/msinghal/Desktop/Data/IMG/left_2019_11_21_14_53_27_062.jpg, /Users/msinghal/Desktop/Data/IMG/right_2019_11_21_14_53_27_062.jpg, 0, 0, 0, 7.93411E-05
/Users/msinghal/Desktop/Data/IMG/center_2019_11_21_14_53_27_165.jpg, /Users/msinghal/Desktop/Data/IMG/left_2019_11_21_14_53_27_165.jpg, /Users/msinghal/Desktop/Data/IMG/right_2019_11_21_14_53_27_165.jpg, 0, 0, 0, 7.819757E-05
/Users/msinghal/Desktop/Data/IMG/center_2019_11_21_14_53_27_266.jpg, /Users/msinghal/Desktop/Data/IMG/left_2019_11_21_14_53_27_266.jpg, /Users/msinghal/Desktop/Data/IMG/right_2019_11_21_14_53_27_266.jpg, 0, 0, 0, 7.799367E-05
/Users/msinghal/Desktop/Data/IMG/center_2019_11_21_14_53_27_368.jpg, /Users/msinghal/Desktop/Data/IMG/left_2019_11_21_14_53_27_368.jpg, /Users/msinghal/Desktop/Data/IMG/right_2019_11_21_14_53_27_368.jpg, 0, 0, 0, 7.813909E-05
/Users/msinghal/Desktop/Data/IMG/center_2019_11_21_14_53_27_471.jpg, /Users/msinghal/Desktop/Data/IMG/left_2019_11_21_14_53_27_471.jpg, /Users/msinghal/Desktop/Data/IMG/right_2019_11_21_14_53_27_471.jpg, 0, 0, 0, 7.810049E-05
/Users/msinghal/Desktop/Data/IMG/center_2019_11_21_14_53_27_579.jpg, /Users/msinghal/Desktop/Data/IMG/left_2019_11_21_14_53_27_579.jpg, /Users/msinghal/Desktop/Data/IMG/right_2019_11_21_14_53_27_579.jpg, 0, 0, 0, 7.796969E-05
/Users/msinghal/Desktop/Data/IMG/center_2019_11_21_14_53_27_681.jpg, /Users/msinghal/Desktop/Data/IMG/left_2019_11_21_14_53_27_681.jpg, /Users/msinghal/Desktop/Data/IMG/right_2019_11_21_14_53_27_681.jpg, 0, 0, 0, 7.800203E-05
/Users/msinghal/Desktop/Data/IMG/center_2019_11_21_14_53_27_785.jpg, /Users/msinghal/Desktop/Data/IMG/left_2019_11_21_14_53_27_785.jpg, /Users/msinghal/Desktop/Data/IMG/right_2019_11_21_14_53_27_785.jpg, 0, 0, 0, 7.803462E-05
